89,University Lane,Richmond,VA,23173-1823,,2008-04-03 23:17:57
91,Willow Road,Charleston,WV,25300,,2008-04-05 23:17:57
93,Bowery Estates,Montgomery,AL,36100,,2008-04-07 23:17:57
95,Dogwood Drive,Sacramento,CA,94203,,2008-04-09 23:17:57
97,Fir Street,Washington,DC,20510-0001,,2008-04-11 23:17:57
99,The Highlands,Atlanta,GA,30026,,2008-04-13 23:17:57
101,James Road,Springfield,IL,62700,,2008-04-15 23:17:57
103,Larch Mont Road,Boston,MA,02138-7190,,2008-04-17 23:17:57
105,New Pike Road,Trenton,NJ,8600,,2008-04-19 23:17:57
107,Pine Place,Albany,NY,12200-2837,,2008-04-21 23:17:57
109,Race Track Road,Harrisburg,PA,17100,,2008-04-23 23:17:57
111,Tamarack Road,Salt Lake City,UT,84100,,2008-04-25 23:17:57
113,Valley Road,Olympia,WA,98507,,2008-04-27 23:17:57
115,Apple Lane,Juneau,AK,99801,,2008-04-29 23:17:57
117,Cannery Row,Phoenix,AZ,85011,,2008-05-01 23:17:57
119,Elm Street,Denver,CO,80201,,2008-05-03 23:17:57
121,Goshen Road,Tallahassee,FL,32301,,2008-05-05 23:17:57
123,Island Drive,Honolulu,HI,96800-3017,,2008-05-07 23:17:57
125,King Street,Baton Rouge,LA,70800,,2008-05-09 23:17:57
127,Maple Street,Annapolis,MD,21400,,2008-05-11 23:17:57
129,Oak Drive,Carson City,NV,89701,,2008-05-13 23:17:57
131,Queen Ann Drive,Salem,OR,97301,,2008-05-15 23:17:57
133,Stoney Way,Austin,TX,73301,,2008-05-17 23:17:57
135,University Lane,Richmond,VA,23173-1823,,2008-05-19 23:17:57
137,Willow Road,Charleston,WV,25300,,2008-05-21 23:17:57
139,Bowery Estates,Montgomery,AL,36100,,2008-05-23 23:17:57
141,Dogwood Drive,Sacramento,CA,94203,,2008-05-25 23:17:57
143,Fir Street,Washington,DC,20510-0001,,2008-05-27 23:17:57
145,The Highlands,Atlanta,GA,30026,,2008-05-29 23:17:57
147,James Road,Springfield,IL,62700,,2008-05-31 23:17:57
149,Larch Mont Road,Boston,MA,02138-7190,,2008-06-02 23:17:57
151,New Pike Road,Trenton,NJ,8600,,2008-06-04 23:17:57
153,Pine Place,Albany,NY,12200-2837,,2008-06-06 23:17:57
155,Race Track Road,Harrisburg,PA,17100,,2008-06-08 23:17:57
157,Tamarack Road,Salt Lake City,UT,84100,,2008-06-10 23:17:57
159,Valley Road,Olympia,WA,98507,,2008-06-12 23:17:57
161,Apple Lane,Juneau,AK,99801,,2008-06-14 23:17:57
163,Cannery Row,Phoenix,AZ,85011,,2008-06-16 23:17:57
165,Elm Street,Denver,CO,80201,,2008-06-18 23:17:57
167,Goshen Road,Tallahassee,FL,32301,,2008-06-20 23:17:57
169,Island Drive,Honolulu,HI,96800-3017,,2008-06-22 23:17:57
171,King Street,Baton Rouge,LA,70800,,2008-06-24 23:17:57
173,Maple Street,Annapolis,MD,21400,,2008-06-26 23:17:57
175,Oak Drive,Carson City,NV,89701,,2008-06-28 23:17:57
177,Queen Ann Drive,Salem,OR,97301,,2008-06-30 23:17:57
179,Stoney Way,Austin,TX,73301,,2008-07-02 23:17:57
181,University Lane,Richmond,VA,23173-1823,,2008-07-04 23:17:57
183,Willow Road,Charleston,WV,25300,,2008-07-06 23:17:57
185,Bowery Estates,Montgomery,AL,36100,,2008-07-08 23:17:57
187,Dogwood Drive,Sacramento,CA,94203,,2008-07-10 23:17:57
189,Fir Street,Washington,DC,20510-0001,,2008-07-12 23:17:57
191,The Highlands,Atlanta,GA,30026,,2008-07-14 23:17:57
193,James Road,Springfield,IL,62700,,2008-07-16 23:17:57
195,Larch Mont Road,Boston,MA,02138-7190,,2008-07-18 23:17:57
197,New Pike Road,Trenton,NJ,8600,,2008-07-20 23:17:57
199,Pine Place,Albany,NY,12200-2837,,2008-07-22 23:17:57
201,Race Track Road,Harrisburg,PA,17100,,2008-07-24 23:17:57
203,Tamarack Road,Salt Lake City,UT,84100,,2008-07-26 23:17:57
205,Valley Road,Olympia,WA,98507,,2008-07-28 23:17:57
207,Apple Lane,Juneau,AK,99801,,2008-07-30 23:17:57
209,Cannery Row,Phoenix,AZ,85011,,2008-08-01 23:17:57
211,Elm Street,Denver,CO,80201,,2008-08-03 23:17:57
213,Goshen Road,Tallahassee,FL,32301,,2008-08-05 23:17:57
215,Island Drive,Honolulu,HI,96800-3017,,2008-08-07 23:17:57
217,King Street,Baton Rouge,LA,70800,,2008-08-09 23:17:57
219,Maple Street,Annapolis,MD,21400,,2008-08-11 23:17:57
221,Oak Drive,Carson City,NV,89701,,2008-08-13 23:17:57
223,Queen Ann Drive,Salem,OR,97301,,2008-08-15 23:17:57
225,Stoney Way,Austin,TX,73301,,2008-08-17 23:17:57
227,University Lane,Richmond,VA,23173-1823,,2008-08-19 23:17:57
229,Willow Road,Charleston,WV,25300,,2008-08-21 23:17:57
231,Bowery Estates,Montgomery,AL,36100,,2008-08-23 23:17:57
233,Dogwood Drive,Sacramento,CA,94203,,2008-08-25 23:17:57
235,Fir Street,Washington,DC,20510-0001,,2008-08-27 23:17:57
237,The Highlands,Atlanta,GA,30026,,2008-08-29 23:17:57
239,James Road,Springfield,IL,62700,,2008-08-31 23:17:57
241,Larch Mont Road,Boston,MA,02138-7190,,2008-09-02 23:17:57
243,New Pike Road,Trenton,NJ,8600,,2008-09-04 23:17:57
245,Pine Place,Albany,NY,12200-2837,,2008-09-06 23:17:57
247,Race Track Road,Harrisburg,PA,17100,,2008-09-08 23:17:57
249,Tamarack Road,Salt Lake City,UT,84100,,2008-09-10 23:17:57
251,Valley Road,Olympia,WA,98507,,2008-09-12 23:17:57
253,Apple Lane,Juneau,AK,99801,,2008-09-14 23:17:57
255,Cannery Row,Phoenix,AZ,85011,,2008-09-16 23:17:57
257,Elm Street,Denver,CO,80201,,2008-09-18 23:17:57
259,Goshen Road,Tallahassee,FL,32301,,2008-09-20 23:17:57
261,Island Drive,Honolulu,HI,96800-3017,,2008-09-22 23:17:57
263,King Street,Baton Rouge,LA,70800,,2008-09-24 23:17:57
265,Maple Street,Annapolis,MD,21400,,2008-09-26 23:17:57
267,Oak Drive,Carson City,NV,89701,,2008-09-28 23:17:57
269,Queen Ann Drive,Salem,OR,97301,,2008-09-30 23:17:57
271,Stoney Way,Austin,TX,73301,,2008-10-02 23:17:57
273,University Lane,Richmond,VA,23173-1823,,2008-10-04 23:17:57
275,Willow Road,Charleston,WV,25300,,2008-10-06 23:17:57
277,Bowery Estates,Montgomery,AL,36100,,2008-10-08 23:17:57
279,Dogwood Drive,Sacramento,CA,94203,,2008-10-10 23:17:57
281,Fir Street,Washington,DC,20510-0001,,2008-10-12 23:17:57
283,The Highlands,Atlanta,GA,30026,,2008-10-14 23:17:57
285,James Road,Springfield,IL,62700,,2008-10-16 23:17:57
287,Larch Mont Road,Boston,MA,02138-7190,,2008-10-18 23:17:57
289,New Pike Road,Trenton,NJ,8600,,2008-10-20 23:17:57
291,Pine Place,Albany,NY,12200-2837,,2008-10-22 23:17:57
293,Race Track Road,Harrisburg,PA,17100,,2008-10-24 23:17:57
295,Tamarack Road,Salt Lake City,UT,84100,,2008-10-26 23:17:57
297,Valley Road,Olympia,WA,98507,,2008-10-28 23:17:57
299,Apple Lane,Juneau,AK,99801,,2008-10-30 23:17:57
301,Cannery Row,Phoenix,AZ,85011,,2008-11-01 23:17:57
303,Elm Street,Denver,CO,80201,,2008-11-03 23:17:57
305,Goshen Road,Tallahassee,FL,32301,,2008-11-05 23:17:57
307,Island Drive,Honolulu,HI,96800-3017,,2008-11-07 23:17:57
309,King Street,Baton Rouge,LA,70800,,2008-11-09 23:17:57
311,Maple Street,Annapolis,MD,21400,,2008-11-11 23:17:57
313,Oak Drive,Carson City,NV,89701,,2008-11-13 23:17:57
315,Queen Ann Drive,Salem,OR,97301,,2008-11-15 23:17:57
317,Stoney Way,Austin,TX,73301,,2008-11-17 23:17:57
319,University Lane,Richmond,VA,23173-1823,,2008-11-19 23:17:57
321,Willow Road,Charleston,WV,25300,,2008-11-21 23:17:57
323,Bowery Estates,Montgomery,AL,36100,,2008-11-23 23:17:57
325,Dogwood Drive,Sacramento,CA,94203,,2008-11-25 23:17:57
327,Fir Street,Washington,DC,20510-0001,,2008-11-27 23:17:57
329,The Highlands,Atlanta,GA,30026,,2008-11-29 23:17:57
331,James Road,Springfield,IL,62700,,2008-12-01 23:17:57
333,Larch Mont Road,Boston,MA,02138-7190,,2008-12-03 23:17:57
335,New Pike Road,Trenton,NJ,8600,,2008-12-05 23:17:57
337,Pine Place,Albany,NY,12200-2837,,2008-12-07 23:17:57
339,Race Track Road,Harrisburg,PA,17100,,2008-12-09 23:17:57
341,Tamarack Road,Salt Lake City,UT,84100,,2008-12-11 23:17:57
343,Valley Road,Olympia,WA,98507,,2008-12-13 23:17:57
345,Apple Lane,Juneau,AK,99801,,2008-12-15 23:17:57
347,Cannery Row,Phoenix,AZ,85011,,2008-12-17 23:17:57
349,Elm Street,Denver,CO,80201,,2008-12-19 23:17:57
351,Goshen Road,Tallahassee,FL,32301,,2008-12-21 23:17:57
353,Island Drive,Honolulu,HI,96800-3017,,2008-12-23 23:17:57
355,King Street,Baton Rouge,LA,70800,,2008-12-25 23:17:57
357,Maple Street,Annapolis,MD,21400,,2008-12-27 23:17:57
359,Oak Drive,Carson City,NV,89701,,2008-12-29 23:17:57
361,Queen Ann Drive,Salem,OR,97301,,2008-12-31 23:17:57
363,Stoney Way,Austin,TX,73301,,2009-01-02 23:17:57
365,University Lane,Richmond,VA,23173-1823,,2008-01-05 23:17:57
367,Willow Road,Charleston,WV,25300,,2008-01-07 23:17:57
369,Bowery Estates,Montgomery,AL,36100,,2008-01-09 23:17:57
371,Dogwood Drive,Sacramento,CA,94203,,2008-01-11 23:17:57
373,Fir Street,Washington,DC,20510-0001,,2008-01-13 23:17:57
375,The Highlands,Atlanta,GA,30026,,2008-01-15 23:17:57
377,James Road,Springfield,IL,62700,,2008-01-17 23:17:57
379,Larch Mont Road,Boston,MA,02138-7190,,2008-01-19 23:17:57
381,New Pike Road,Trenton,NJ,8600,,2008-01-21 23:17:57
383,Pine Place,Albany,NY,12200-2837,,2008-01-23 23:17:57
385,Race Track Road,Harrisburg,PA,17100,,2008-01-25 23:17:57
387,Tamarack Road,Salt Lake City,UT,84100,,2008-01-27 23:17:57
389,Valley Road,Olympia,WA,98507,,2008-01-29 23:17:57
391,Apple Lane,Juneau,AK,99801,,2008-01-31 23:17:57
393,Cannery Row,Phoenix,AZ,85011,,2008-02-02 23:17:57
395,Elm Street,Denver,CO,80201,,2008-02-04 23:17:57
397,Goshen Road,Tallahassee,FL,32301,,2008-02-06 23:17:57
399,Island Drive,Honolulu,HI,96800-3017,,2008-02-08 23:17:57
401,King Street,Baton Rouge,LA,70800,,2008-02-10 23:17:57
403,Maple Street,Annapolis,MD,21400,,2008-02-12 23:17:57
405,Oak Drive,Carson City,NV,89701,,2008-02-14 23:17:57
407,Queen Ann Drive,Salem,OR,97301,,2008-02-16 23:17:57
409,Stoney Way,Austin,TX,73301,,2008-02-18 23:17:57
411,University Lane,Richmond,VA,23173-1823,,2008-02-20 23:17:57
413,Willow Road,Charleston,WV,25300,,2008-02-22 23:17:57
415,Bowery Estates,Montgomery,AL,36100,,2008-02-24 23:17:57
417,Dogwood Drive,Sacramento,CA,94203,,2008-02-26 23:17:57
419,Fir Street,Washington,DC,20510-0001,,2008-02-28 23:17:57
421,The Highlands,Atlanta,GA,30026,,2008-03-01 23:17:57
423,James Road,Springfield,IL,62700,,2008-03-03 23:17:57
425,Larch Mont Road,Boston,MA,02138-7190,,2008-03-05 23:17:57
427,New Pike Road,Trenton,NJ,8600,,2008-03-07 23:17:57
429,Pine Place,Albany,NY,12200-2837,,2008-03-09 23:17:57
431,Race Track Road,Harrisburg,PA,17100,,2008-03-11 23:17:57
433,Tamarack Road,Salt Lake City,UT,84100,,2008-03-13 23:17:57
435,Valley Road,Olympia,WA,98507,,2008-03-15 23:17:57
437,Apple Lane,Juneau,AK,99801,,2008-03-17 23:17:57
439,Cannery Row,Phoenix,AZ,85011,,2008-03-19 23:17:57
441,Elm Street,Denver,CO,80201,,2008-03-21 23:17:57
443,Goshen Road,Tallahassee,FL,32301,,2008-03-23 23:17:57
445,Island Drive,Honolulu,HI,96800-3017,,2008-03-25 23:17:57
447,King Street,Baton Rouge,LA,70800,,2008-03-27 23:17:57
449,Maple Street,Annapolis,MD,21400,,2008-03-29 23:17:57
451,Oak Drive,Carson City,NV,89701,,2008-03-31 23:17:57
453,Queen Ann Drive,Salem,OR,97301,,2008-04-02 23:17:57
455,Stoney Way,Austin,TX,73301,,2008-04-04 23:17:57
457,University Lane,Richmond,VA,23173-1823,,2008-04-06 23:17:57
459,Willow Road,Charleston,WV,25300,,2008-04-08 23:17:57
461,Bowery Estates,Montgomery,AL,36100,,2008-04-10 23:17:57
463,Dogwood Drive,Sacramento,CA,94203,,2008-04-12 23:17:57
465,Fir Street,Washington,DC,20510-0001,,2008-04-14 23:17:57
467,The Highlands,Atlanta,GA,30026,,2008-04-16 23:17:57
469,James Road,Springfield,IL,62700,,2008-04-18 23:17:57
471,Larch Mont Road,Boston,MA,02138-7190,,2008-04-20 23:17:57
473,New Pike Road,Trenton,NJ,8600,,2008-04-22 23:17:57
475,Pine Place,Albany,NY,12200-2837,,2008-04-24 23:17:57
477,Race Track Road,Harrisburg,PA,17100,,2008-04-26 23:17:57
479,Tamarack Road,Salt Lake City,UT,84100,,2008-04-28 23:17:57
481,Valley Road,Olympia,WA,98507,,2008-04-30 23:17:57
483,Apple Lane,Juneau,AK,99801,,2008-05-02 23:17:57
485,Cannery Row,Phoenix,AZ,85011,,2008-05-04 23:17:57
487,Elm Street,Denver,CO,80201,,2008-05-06 23:17:57
489,Goshen Road,Tallahassee,FL,32301,,2008-05-08 23:17:57
491,Island Drive,Honolulu,HI,96800-3017,,2008-05-10 23:17:57
493,King Street,Baton Rouge,LA,70800,,2008-05-12 23:17:57
495,Maple Street,Annapolis,MD,21400,,2008-05-14 23:17:57
497,Oak Drive,Carson City,NV,89701,,2008-05-16 23:17:57
499,Queen Ann Drive,Salem,OR,97301,,2008-05-18 23:17:57
501,Stoney Way,Austin,TX,73301,,2008-05-20 23:17:57
503,University Lane,Richmond,VA,23173-1823,,2008-05-22 23:17:57
505,Willow Road,Charleston,WV,25300,,2008-05-24 23:17:57
507,Bowery Estates,Montgomery,AL,36100,,2008-05-26 23:17:57
509,Dogwood Drive,Sacramento,CA,94203,,2008-05-28 23:17:57
511,Fir Street,Washington,DC,20510-0001,,2008-05-30 23:17:57
513,The Highlands,Atlanta,GA,30026,,2008-06-01 23:17:57
515,James Road,Springfield,IL,62700,,2008-06-03 23:17:57
517,Larch Mont Road,Boston,MA,02138-7190,,2008-06-05 23:17:57
519,New Pike Road,Trenton,NJ,8600,,2008-06-07 23:17:57
521,Pine Place,Albany,NY,12200-2837,,2008-06-09 23:17:57
523,Race Track Road,Harrisburg,PA,17100,,2008-06-11 23:17:57
525,Tamarack Road,Salt Lake City,UT,84100,,2008-06-13 23:17:57
527,Valley Road,Olympia,WA,98507,,2008-06-15 23:17:57
529,Apple Lane,Juneau,AK,99801,,2008-06-17 23:17:57
531,Cannery Row,Phoenix,AZ,85011,,2008-06-19 23:17:57
533,Elm Street,Denver,CO,80201,,2008-06-21 23:17:57
535,Goshen Road,Tallahassee,FL,32301,,2008-06-23 23:17:57
537,Island Drive,Honolulu,HI,96800-3017,,2008-06-25 23:17:57
539,King Street,Baton Rouge,LA,70800,,2008-06-27 23:17:57
541,Maple Street,Annapolis,MD,21400,,2008-06-29 23:17:57
543,Oak Drive,Carson City,NV,89701,,2008-07-01 23:17:57
545,Queen Ann Drive,Salem,OR,97301,,2008-07-03 23:17:57
547,Stoney Way,Austin,TX,73301,,2008-07-05 23:17:57
549,University Lane,Richmond,VA,23173-1823,,2008-07-07 23:17:57
551,Willow Road,Charleston,WV,25300,,2008-07-09 23:17:57
553,Bowery Estates,Montgomery,AL,36100,,2008-07-11 23:17:57
555,Dogwood Drive,Sacramento,CA,94203,,2008-07-13 23:17:57
557,Fir Street,Washington,DC,20510-0001,,2008-07-15 23:17:57
559,The Highlands,Atlanta,GA,30026,,2008-07-17 23:17:57
561,James Road,Springfield,IL,62700,,2008-07-19 23:17:57
563,Larch Mont Road,Boston,MA,02138-7190,,2008-07-21 23:17:57
565,New Pike Road,Trenton,NJ,8600,,2008-07-23 23:17:57
567,Pine Place,Albany,NY,12200-2837,,2008-07-25 23:17:57
569,Race Track Road,Harrisburg,PA,17100,,2008-07-27 23:17:57
571,Tamarack Road,Salt Lake City,UT,84100,,2008-07-29 23:17:57
573,Valley Road,Olympia,WA,98507,,2008-07-31 23:17:57
575,Apple Lane,Juneau,AK,99801,,2008-08-02 23:17:57
577,Cannery Row,Phoenix,AZ,85011,,2008-08-04 23:17:57
579,Elm Street,Denver,CO,80201,,2008-08-06 23:17:57
581,Goshen Road,Tallahassee,FL,32301,,2008-08-08 23:17:57
583,Island Drive,Honolulu,HI,96800-3017,,2008-08-10 23:17:57
585,King Street,Baton Rouge,LA,70800,,2008-08-12 23:17:57
587,Maple Street,Annapolis,MD,21400,,2008-08-14 23:17:57
589,Oak Drive,Carson City,NV,89701,,2008-08-16 23:17:57
591,Queen Ann Drive,Salem,OR,97301,,2008-08-18 23:17:57
593,Stoney Way,Austin,TX,73301,,2008-08-20 23:17:57
595,University Lane,Richmond,VA,23173-1823,,2008-08-22 23:17:57
597,Willow Road,Charleston,WV,25300,,2008-08-24 23:17:57
599,Bowery Estates,Montgomery,AL,36100,,2008-08-26 23:17:57
601,Dogwood Drive,Sacramento,CA,94203,,2008-08-28 23:17:57
603,Fir Street,Washington,DC,20510-0001,,2008-08-30 23:17:57
605,The Highlands,Atlanta,GA,30026,,2008-09-01 23:17:57
607,James Road,Springfield,IL,62700,,2008-09-03 23:17:57
609,Larch Mont Road,Boston,MA,02138-7190,,2008-09-05 23:17:57
611,New Pike Road,Trenton,NJ,8600,,2008-09-07 23:17:57
613,Pine Place,Albany,NY,12200-2837,,2008-09-09 23:17:57
615,Race Track Road,Harrisburg,PA,17100,,2008-09-11 23:17:57
617,Tamarack Road,Salt Lake City,UT,84100,,2008-09-13 23:17:57
619,Valley Road,Olympia,WA,98507,,2008-09-15 23:17:57
621,Apple Lane,Juneau,AK,99801,,2008-09-17 23:17:57
623,Cannery Row,Phoenix,AZ,85011,,2008-09-19 23:17:57
625,Elm Street,Denver,CO,80201,,2008-09-21 23:17:57
627,Goshen Road,Tallahassee,FL,32301,,2008-09-23 23:17:57
629,Island Drive,Honolulu,HI,96800-3017,,2008-09-25 23:17:57
631,King Street,Baton Rouge,LA,70800,,2008-09-27 23:17:57
633,Maple Street,Annapolis,MD,21400,,2008-09-29 23:17:57
635,Oak Drive,Carson City,NV,89701,,2008-10-01 23:17:57
637,Queen Ann Drive,Salem,OR,97301,,2008-10-03 23:17:57
639,Stoney Way,Austin,TX,73301,,2008-10-05 23:17:57
641,University Lane,Richmond,VA,23173-1823,,2008-10-07 23:17:57
643,Willow Road,Charleston,WV,25300,,2008-10-09 23:17:57
645,Bowery Estates,Montgomery,AL,36100,,2008-10-11 23:17:57
647,Dogwood Drive,Sacramento,CA,94203,,2008-10-13 23:17:57
649,Fir Street,Washington,DC,20510-0001,,2008-10-15 23:17:57
651,The Highlands,Atlanta,GA,30026,,2008-10-17 23:17:57
653,James Road,Springfield,IL,62700,,2008-10-19 23:17:57
655,Larch Mont Road,Boston,MA,02138-7190,,2008-10-21 23:17:57
657,New Pike Road,Trenton,NJ,8600,,2008-10-23 23:17:57
659,Pine Place,Albany,NY,12200-2837,,2008-10-25 23:17:57
661,Race Track Road,Harrisburg,PA,17100,,2008-10-27 23:17:57
663,Tamarack Road,Salt Lake City,UT,84100,,2008-10-29 23:17:57
665,Valley Road,Olympia,WA,98507,,2008-10-31 23:17:57
667,Apple Lane,Juneau,AK,99801,,2008-11-02 23:17:57
669,Cannery Row,Phoenix,AZ,85011,,2008-11-04 23:17:57
671,Elm Street,Denver,CO,80201,,2008-11-06 23:17:57
673,Goshen Road,Tallahassee,FL,32301,,2008-11-08 23:17:57
675,Island Drive,Honolulu,HI,96800-3017,,2008-11-10 23:17:57
677,King Street,Baton Rouge,LA,70800,,2008-11-12 23:17:57
679,Maple Street,Annapolis,MD,21400,,2008-11-14 23:17:57
681,Oak Drive,Carson City,NV,89701,,2008-11-16 23:17:57
683,Queen Ann Drive,Salem,OR,97301,,2008-11-18 23:17:57
685,Stoney Way,Austin,TX,73301,,2008-11-20 23:17:57
687,University Lane,Richmond,VA,23173-1823,,2008-11-22 23:17:57
689,Willow Road,Charleston,WV,25300,,2008-11-24 23:17:57
691,Bowery Estates,Montgomery,AL,36100,,2008-11-26 23:17:57
693,Dogwood Drive,Sacramento,CA,94203,,2008-11-28 23:17:57
695,Fir Street,Washington,DC,20510-0001,,2008-11-30 23:17:57
697,The Highlands,Atlanta,GA,30026,,2008-12-02 23:17:57
699,James Road,Springfield,IL,62700,,2008-12-04 23:17:57
701,Larch Mont Road,Boston,MA,02138-7190,,2008-12-06 23:17:57
703,New Pike Road,Trenton,NJ,8600,,2008-12-08 23:17:57
705,Pine Place,Albany,NY,12200-2837,,2008-12-10 23:17:57
707,Race Track Road,Harrisburg,PA,17100,,2008-12-12 23:17:57
709,Tamarack Road,Salt Lake City,UT,84100,,2008-12-14 23:17:57
711,Valley Road,Olympia,WA,98507,,2008-12-16 23:17:57
713,Apple Lane,Juneau,AK,99801,,2008-12-18 23:17:57
715,Cannery Row,Phoenix,AZ,85011,,2008-12-20 23:17:57
717,Elm Street,Denver,CO,80201,,2008-12-22 23:17:57
719,Goshen Road,Tallahassee,FL,32301,,2008-12-24 23:17:57
721,Island Drive,Honolulu,HI,96800-3017,,2008-12-26 23:17:57
723,King Street,Baton Rouge,LA,70800,,2008-12-28 23:17:57
725,Maple Street,Annapolis,MD,21400,,2008-12-30 23:17:57
727,Oak Drive,Carson City,NV,89701,,2009-01-01 23:17:57
729,Queen Ann Drive,Salem,OR,97301,,2009-01-03 23:17:57
731,Stoney Way,Austin,TX,73301,,2008-01-06 23:17:57
733,University Lane,Richmond,VA,23173-1823,,2008-01-08 23:17:57
735,Willow Road,Charleston,WV,25300,,2008-01-10 23:17:57
737,Bowery Estates,Montgomery,AL,36100,,2008-01-12 23:17:57
739,Dogwood Drive,Sacramento,CA,94203,,2008-01-14 23:17:57
741,Fir Street,Washington,DC,20510-0001,,2008-01-16 23:17:57
743,The Highlands,Atlanta,GA,30026,,2008-01-18 23:17:57
745,James Road,Springfield,IL,62700,,2008-01-20 23:17:57
747,Larch Mont Road,Boston,MA,02138-7190,,2008-01-22 23:17:57
749,New Pike Road,Trenton,NJ,8600,,2008-01-24 23:17:57
751,Pine Place,Albany,NY,12200-2837,,2008-01-26 23:17:57
753,Race Track Road,Harrisburg,PA,17100,,2008-01-28 23:17:57
755,Tamarack Road,Salt Lake City,UT,84100,,2008-01-30 23:17:57
757,Valley Road,Olympia,WA,98507,,2008-02-01 23:17:57
759,Apple Lane,Juneau,AK,99801,,2008-02-03 23:17:57
761,Cannery Row,Phoenix,AZ,85011,,2008-02-05 23:17:57
763,Elm Street,Denver,CO,80201,,2008-02-07 23:17:57
765,Goshen Road,Tallahassee,FL,32301,,2008-02-09 23:17:57
767,Island Drive,Honolulu,HI,96800-3017,,2008-02-11 23:17:57
769,King Street,Baton Rouge,LA,70800,,2008-02-13 23:17:57
771,Maple Street,Annapolis,MD,21400,,2008-02-15 23:17:57
773,Oak Drive,Carson City,NV,89701,,2008-02-17 23:17:57
775,Queen Ann Drive,Salem,OR,97301,,2008-02-19 23:17:57
777,Stoney Way,Austin,TX,73301,,2008-02-21 23:17:57
779,University Lane,Richmond,VA,23173-1823,,2008-02-23 23:17:57
781,Willow Road,Charleston,WV,25300,,2008-02-25 23:17:57
783,Bowery Estates,Montgomery,AL,36100,,2008-02-27 23:17:57
785,Dogwood Drive,Sacramento,CA,94203,,2008-02-29 23:17:57
787,Fir Street,Washington,DC,20510-0001,,2008-03-02 23:17:57
789,The Highlands,Atlanta,GA,30026,,2008-03-04 23:17:57
791,James Road,Springfield,IL,62700,,2008-03-06 23:17:57
793,Larch Mont Road,Boston,MA,02138-7190,,2008-03-08 23:17:57
795,New Pike Road,Trenton,NJ,8600,,2008-03-10 23:17:57
797,Pine Place,Albany,NY,12200-2837,,2008-03-12 23:17:57
799,Race Track Road,Harrisburg,PA,17100,,2008-03-14 23:17:57
801,Tamarack Road,Salt Lake City,UT,84100,,2008-03-16 23:17:57
